year,permit_type,occupation_field,occupation_category,occupation_group,number_granted_applications
2023,extension,Occupations requiring university competence or equivalent,Transport & logistics,Pilots and ship/engine officers,16
2023,extension,Occupations requiring university competence or equivalent,Engineering professionals,Supervisors in construction and manufacturing,37
2023,extension,Occupations requiring university competence or equivalent,"Business, finance & legal",Tax and social-insurance officers,46
2023,extension,Occupations requiring university competence or equivalent,Total,Total,3206
2023,extension,Occupations requiring university competence or equivalent,Religion & social work,Treatment assistants and clergy,17
2023,extension,Occupations requiring university competence or equivalent,Nurses & allied health,Veterinary assistants,9
2023,extension,Other,Unknown / other,Other,123
2023,extension,Other,Total,Total,123
2023,extension,Plant/machine operators and transport,Manufacturing & factory work,Assemblers,84
2023,extension,Plant/machine operators and transport,Transport & logistics,"Car, motorcycle and bicycle drivers",64
2023,extension,Plant/machine operators and transport,Construction trades,Heavy equipment operators,34
2023,extension,Plant/machine operators and transport,Transport & logistics,Lorry and bus drivers,23
2023,extension,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, chemical and pharma products",3
2023,extension,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, food industry",54
2023,extension,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, rubber/plastic/paper",23
2023,extension,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, textile/laundry/leather",21
2023,extension,Plant/machine operators and transport,Engineering professionals,Operations technicians and process supervisors,172
2023,extension,Plant/machine operators and transport,Manufacturing & factory work,Ore processing and well drillers,19
2023,extension,Plant/machine operators and transport,Manufacturing & factory work,Other process and machine operators,15
2023,extension,Plant/machine operators and transport,Manufacturing & factory work,"Process and machine operators, steel and metal works",15
2023,extension,Plant/machine operators and transport,Manufacturing & factory work,"Process operators, wood and paper industry",3
2023,extension,Plant/machine operators and transport,Transport & logistics,Sailors and deckhands,1
2023,extension,Plant/machine operators and transport,Total,Total,531
2023,extension,"Service, care and sales workers",Care & nursing aides,Assistant nurses,114
2023,extension,"Service, care and sales workers",Personal services & sports,Beauticians and body therapists,144
2023,extension,"Service, care and sales workers",Transport & logistics,"Cabin crew, conductors and guides",1
2023,extension,"Service, care and sales workers",Care & nursing aides,Care workers and personal assistants,162
2023,extension,"Service, care and sales workers","Sales, retail & marketing",Cashiers,16
2023,extension,"Service, care and sales workers",Education,Childcare workers and teaching assistants,40
2023,extension,"Service, care and sales workers",Cleaning & building maintenance,Cleaning supervisors and building caretakers,57
2023,extension,"Service, care and sales workers",Hospitality & food service,Cooks and cold-buffet chefs,727
2023,extension,"Service, care and sales workers",Care & nursing aides,Dental nurses,25
2023,extension,"Service, care and sales workers","Sales, retail & marketing",Event and telephone salespersons,9
2023,extension,"Service, care and sales workers",Hospitality & food service,"Head waiters, waiters and bartenders",46
2023,extension,"Service, care and sales workers",Care & nursing aides,Nursing aides,62
2023,extension,"Service, care and sales workers",Military & security,Other security and protective service workers,7
2023,extension,"Service, care and sales workers",Unknown / other,Other service staff,10
2023,extension,"Service, care and sales workers","Sales, retail & marketing",Shop sales staff,127
2023,extension,"Service, care and sales workers",Total,Total,1547
2024,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Animal breeders and keepers,30
2024,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries","Crop growers, agriculture and horticulture",708
2024,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Fish farmers and fishers,5
2024,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Forestry workers,511
2024,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Mixed crop and animal producers,40
2024,first-time,"Agriculture, horticulture, forestry and fisheries",Total,Total,1294
2024,first-time,Clerical support and customer service,Unknown / other,Croupiers and debt collectors,1
2024,first-time,Clerical support and customer service,"Business, finance & legal",Office assistants and secretaries,114
2024,first-time,Clerical support and customer service,Transport & logistics,Postal carriers and sorting workers,2
2024,first-time,Clerical support and customer service,Total,Total,270
2024,first-time,Clerical support and customer service,"Sales, retail & marketing","Travel agents, customer service and receptionists",27
2024,first-time,Clerical support and customer service,Transport & logistics,Warehouse and transport staff,126
2024,first-time,Construction and manufacturing trades,Manufacturing & factory work,Blacksmiths and toolmakers,24
2024,first-time,Construction and manufacturing trades,Manufacturing & factory work,"Butchers, bakers and food processors",30
2024,first-time,Construction and manufacturing trades,Construction trades,"Carpenters, masons and construction workers",131
2024,first-time,Construction and manufacturing trades,Construction trades,"Casters, welders and sheet-metal workers",35
2024,first-time,Construction and manufacturing trades,Vehicle & equipment mechanics,Electronics and communications repairers,7
2024,first-time,Construction and manufacturing trades,Construction trades,Installation and industrial electricians,71
2024,first-time,Construction and manufacturing trades,Construction trades,"Painters, lacquerers and chimney sweeps",40
2024,first-time,Construction and manufacturing trades,Manufacturing & factory work,"Prepress technicians, printers and bookbinders",2
2024,first-time,Construction and manufacturing trades,Construction trades,"Roofers, floor layers and plumbers",40
2024,first-time,Construction and manufacturing trades,Construction trades,Surface finishers and furniture makers,4
2024,first-time,Construction and manufacturing trades,Manufacturing & factory work,"Tailors, upholsterers and leather workers",7
2024,first-time,Construction and manufacturing trades,Total,Total,540
2024,first-time,Construction and manufacturing trades,Vehicle & equipment mechanics,Vehicle mechanics and repairers,149
2024,first-time,Managers,"Business, finance & legal",Administration and planning managers,17
2024,first-time,Managers,General management,CEOs and managing directors,35
2024,first-time,Managers,"Sales, retail & marketing",Communications and PR managers,13
2024,first-time,Managers,"Business, finance & legal",Finance managers,33
2024,first-time,Managers,"Business, finance & legal",HR managers,16
2024,first-time,Managers,IT & software,IT managers,56
2024,first-time,Managers,Engineering professionals,Managers in architecture and engineering,20
2024,first-time,Managers,"Business, finance & legal","Managers in banking, finance and insurance",5
2024,first-time,Managers,Care & nursing aides,Managers in healthcare,3
2024,first-time,Managers,General management,Managers in other service industries,4
2024,first-time,Managers,"Sales, retail & marketing",Managers in retail and wholesale,9
2024,first-time,Managers,Personal services & sports,"Managers in wellness, sports and leisure",2
2024,first-time,Managers,Engineering professionals,Operations managers in construction and mining,23
2024,first-time,Managers,General management,Other administration and service managers,43
2024,first-time,Managers,Education,Other managers in education,1
2024,first-time,Managers,General management,Other managers in public services,2
2024,first-time,Managers,General management,Politicians and senior civil servants,1
2024,first-time,Managers,Engineering professionals,Production managers in manufacturing,54
2024,first-time,Managers,"Business, finance & legal",Property and administration managers,4
2024,first-time,Managers,Transport & logistics,"Purchasing, logistics and transport managers",29
2024,first-time,Managers,Engineering professionals,R&D managers,22
2024,first-time,Managers,Religion & social work,Religious community leaders,1
2024,first-time,Managers,Hospitality & food service,Restaurant and kitchen managers,16
2024,first-time,Managers,"Sales, retail & marketing",Sales and marketing managers,86
2024,first-time,Managers,Total,Total,495
2024,first-time,Military occupations,Military & security,Officers,1
2024,first-time,Military occupations,Military & security,Soldiers,6
2024,first-time,Military occupations,Total,Total,7
2024,first-time,Occupations requiring advanced university competence,Engineering professionals,Architects and surveyors,15
2024,first-time,Occupations requiring advanced university competence,"Arts, media & culture","Artists, musicians and actors",15
2024,first-time,Occupations requiring advanced university competence,"Business, finance & legal","Auditors, financial analysts and fund managers",189
2024,first-time,Occupations requiring advanced university competence,"Arts, media & culture","Authors, journalists and interpreters",7
2024,first-time,Occupations requiring advanced university competence,Natural sciences (research),"Biologists, pharmacologists and agriculture/forestry specialists",76
2024,first-time,Occupations requiring advanced university competence,"Arts, media & culture",Curators and librarians,5
2024,first-time,Occupations requiring advanced university competence,Doctors & dentists,Dentists,16
2024,first-time,Occupations requiring advanced university competence,"Arts, media & culture",Designers,147
2024,first-time,Occupations requiring advanced university competence,Doctors & dentists,Doctors / physicians,118
2024,first-time,Occupations requiring advanced university competence,Engineering professionals,Engineering professionals,1223
2024,first-time,Occupations requiring advanced university competence,Natural sciences (research),Environmental and health protection specialists,34
2024,first-time,Occupations requiring advanced university competence,IT & software,"IT architects, developers and test leads",2588
2024,first-time,Occupations requiring advanced university competence,"Business, finance & legal",Lawyers,26
2024,first-time,Occupations requiring advanced university competence,"Sales, retail & marketing",Marketers and communicators,146
2024,first-time,Occupations requiring advanced university competence,"Business, finance & legal","Mathematicians, actuaries and statisticians",7
2024,first-time,Occupations requiring advanced university competence,Nurses & allied health,Nurses,14
2024,first-time,Occupations requiring advanced university competence,Nurses & allied health,Nurses (continued),1
2024,first-time,Occupations requiring advanced university competence,"Business, finance & legal","Organisational developers, analysts and HR specialists",180
2024,first-time,Occupations requiring advanced university competence,Nurses & allied health,Other health specialists,19
2024,first-time,Occupations requiring advanced university competence,Education,Other teaching professionals,5
2024,first-time,Occupations requiring advanced university competence,Natural sciences (research),Physicists and chemists,46
2024,first-time,Occupations requiring advanced university competence,Religion & social work,Priests and deacons,9
2024,first-time,Occupations requiring advanced university competence,Education,"Primary, after-school and preschool teachers",44
2024,first-time,Occupations requiring advanced university competence,Nurses & allied health,Psychologists and psychotherapists,1
2024,first-time,Occupations requiring advanced university competence,Education,Secondary education teachers,8
2024,first-time,Occupations requiring advanced university competence,Religion & social work,Social workers and counsellors,3
2024,first-time,Occupations requiring advanced university competence,Total,Total,5032
2024,first-time,Occupations requiring advanced university competence,Education,University and college teachers,85
2024,first-time,Occupations requiring advanced university competence,Doctors & dentists,Veterinarians,5
2024,first-time,Occupations requiring short training or introduction,"Agriculture, forestry & fisheries",Berry pickers and planters,1361
2024,first-time,Occupations requiring short training or introduction,Cleaning & building maintenance,Cleaners and domestic helpers,220
2024,first-time,Occupations requiring short training or introduction,Construction trades,Construction labourers,48
2024,first-time,Occupations requiring short training or introduction,Transport & logistics,Dockworkers and ramp staff,23
2024,first-time,Occupations requiring short training or introduction,Hospitality & food service,"Fast food, kitchen and restaurant helpers",316
2024,first-time,Occupations requiring short training or introduction,Manufacturing & factory work,Hand packers and other factory workers,14
2024,first-time,Occupations requiring short training or introduction,Cleaning & building maintenance,"Launderers, window cleaners and other cleaners",15
2024,first-time,Occupations requiring short training or introduction,"Sales, retail & marketing",Market sellers,3
2024,first-time,Occupations requiring short training or introduction,Cleaning & building maintenance,"Newspaper carriers, janitors and other service workers",47
2024,first-time,Occupations requiring short training or introduction,Cleaning & building maintenance,Recycling workers,4
2024,first-time,Occupations requiring short training or introduction,Total,Total,2051
2024,first-time,Occupations requiring university competence or equivalent,Personal services & sports,Athletes and recreation leaders,8
2024,first-time,Occupations requiring university competence or equivalent,"Business, finance & legal",Bank tellers and accounting clerks,22
2024,first-time,Occupations requiring university competence or equivalent,Nurses & allied health,"Biomedical analysts, dental technicians and lab engineers",40
2024,first-time,Occupations requiring university competence or equivalent,"Sales, retail & marketing",Brokers and agents,14
2024,first-time,Occupations requiring university competence or equivalent,Nurses & allied health,Dental hygienists,1
2024,first-time,Occupations requiring university competence or equivalent,Education,Driving instructors,15
2024,first-time,Occupations requiring university competence or equivalent,Engineering professionals,Engineers and technicians,1546
2024,first-time,Occupations requiring university competence or equivalent,Hospitality & food service,Head chefs and sous chefs,9
2024,first-time,Occupations requiring university competence or equivalent,IT & software,"IT operations, support and network technicians",263
2024,first-time,Occupations requiring university competence or equivalent,"Arts, media & culture","Image, sound and lighting technicians",7
2024,first-time,Occupations requiring university competence or equivalent,"Sales, retail & marketing","Insurance advisors, business sales and buyers",170
2024,first-time,Occupations requiring university competence or equivalent,"Business, finance & legal",Legal and executive secretaries,25
2024,first-time,Occupations requiring university competence or equivalent,"Arts, media & culture","Photographers, decorators and entertainers",11
2024,first-time,Occupations requiring university competence or equivalent,Transport & logistics,Pilots and ship/engine officers,6
2024,first-time,Occupations requiring university competence or equivalent,Engineering professionals,Supervisors in construction and manufacturing,51
2024,first-time,Occupations requiring university competence or equivalent,"Business, finance & legal",Tax and social-insurance officers,60
2024,first-time,Occupations requiring university competence or equivalent,Total,Total,2261
2024,first-time,Occupations requiring university competence or equivalent,Religion & social work,Treatment assistants and clergy,10
2024,first-time,Occupations requiring university competence or equivalent,Nurses & allied health,Veterinary assistants,3
2024,first-time,Other,Unknown / other,Other,98
2024,first-time,Other,Total,Total,98
2024,first-time,Plant/machine operators and transport,Manufacturing & factory work,Assemblers,140
2024,first-time,Plant/machine operators and transport,Transport & logistics,"Car, motorcycle and bicycle drivers",86
2024,first-time,Plant/machine operators and transport,Construction trades,Heavy equipment operators,7
2024,first-time,Plant/machine operators and transport,Transport & logistics,Lorry and bus drivers,8
2024,first-time,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, chemical and pharma products",3
2024,first-time,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, food industry",20
2024,first-time,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, rubber/plastic/paper",15
2024,first-time,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, textile/laundry/leather",10
2024,first-time,Plant/machine operators and transport,Engineering professionals,Operations technicians and process supervisors,371
2024,first-time,Plant/machine operators and transport,Manufacturing & factory work,Ore processing and well drillers,3
2024,first-time,Plant/machine operators and transport,Manufacturing & factory work,Other process and machine operators,138
2024,first-time,Plant/machine operators and transport,Manufacturing & factory work,"Process and machine operators, steel and metal works",3
2024,first-time,Plant/machine operators and transport,Total,Total,804
2024,first-time,"Service, care and sales workers",Care & nursing aides,Assistant nurses,26
2024,first-time,"Service, care and sales workers",Personal services & sports,Beauticians and body therapists,53
2024,first-time,"Service, care and sales workers",Transport & logistics,"Cabin crew, conductors and guides",5
2024,first-time,"Service, care and sales workers",Care & nursing aides,Care workers and personal assistants,31
2024,first-time,"Service, care and sales workers","Sales, retail & marketing",Cashiers,3
2024,first-time,"Service, care and sales workers",Education,Childcare workers and teaching assistants,13
2024,first-time,"Service, care and sales workers",Cleaning & building maintenance,Cleaning supervisors and building caretakers,16
2024,first-time,"Service, care and sales workers",Hospitality & food service,Cooks and cold-buffet chefs,259
2024,first-time,"Service, care and sales workers",Care & nursing aides,Dental nurses,17
2024,first-time,"Service, care and sales workers","Sales, retail & marketing",Event and telephone salespersons,3
2024,first-time,"Service, care and sales workers",Hospitality & food service,"Head waiters, waiters and bartenders",74
2024,first-time,"Service, care and sales workers",Care & nursing aides,Nursing aides,34
2024,first-time,"Service, care and sales workers",Military & security,Other security and protective service workers,7
2024,first-time,"Service, care and sales workers",Unknown / other,Other service staff,1
2024,first-time,"Service, care and sales workers","Sales, retail & marketing",Shop sales staff,33
2024,first-time,"Service, care and sales workers",Total,Total,575
2024,extension,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Animal breeders and keepers,41
2024,extension,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries","Crop growers, agriculture and horticulture",168
2024,extension,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Forestry workers,16
2024,extension,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Mixed crop and animal producers,10
2024,extension,"Agriculture, horticulture, forestry and fisheries",Total,Total,235
2024,extension,Clerical support and customer service,Unknown / other,Croupiers and debt collectors,6
2024,extension,Clerical support and customer service,"Business, finance & legal",Office assistants and secretaries,139
2024,extension,Clerical support and customer service,Transport & logistics,Postal carriers and sorting workers,18
2024,extension,Clerical support and customer service,Total,Total,539
2024,extension,Clerical support and customer service,"Sales, retail & marketing","Travel agents, customer service and receptionists",58
2024,extension,Clerical support and customer service,Transport & logistics,Warehouse and transport staff,318
2024,extension,Construction and manufacturing trades,Manufacturing & factory work,Blacksmiths and toolmakers,57
2024,extension,Construction and manufacturing trades,Manufacturing & factory work,"Butchers, bakers and food processors",74
2024,extension,Construction and manufacturing trades,Construction trades,"Carpenters, masons and construction workers",433
2024,extension,Construction and manufacturing trades,Construction trades,"Casters, welders and sheet-metal workers",80
2024,extension,Construction and manufacturing trades,Vehicle & equipment mechanics,Electronics and communications repairers,23
2024,extension,Construction and manufacturing trades,Construction trades,Installation and industrial electricians,55
2024,extension,Construction and manufacturing trades,Construction trades,"Painters, lacquerers and chimney sweeps",159
2024,extension,Construction and manufacturing trades,Vehicle & equipment mechanics,Precision mechanics and craft workers,7
2024,extension,Construction and manufacturing trades,Manufacturing & factory work,"Prepress technicians, printers and bookbinders",1
2024,extension,Construction and manufacturing trades,Construction trades,"Roofers, floor layers and plumbers",107
2024,extension,Construction and manufacturing trades,Construction trades,Surface finishers and furniture makers,20
2024,extension,Construction and manufacturing trades,Manufacturing & factory work,"Tailors, upholsterers and leather workers",19
2024,extension,Construction and manufacturing trades,Total,Total,1205
2024,extension,Construction and manufacturing trades,Vehicle & equipment mechanics,Vehicle mechanics and repairers,170
2024,extension,Managers,"Business, finance & legal",Administration and planning managers,13
2024,extension,Managers,General management,CEOs and managing directors,43
2024,extension,Managers,"Sales, retail & marketing",Communications and PR managers,10
2024,extension,Managers,"Business, finance & legal",Finance managers,38
2024,extension,Managers,"Business, finance & legal",HR managers,24
2024,extension,Managers,Hospitality & food service,Hotel and conference managers,2
2024,extension,Managers,IT & software,IT managers,110
2024,extension,Managers,Engineering professionals,Managers in architecture and engineering,20
2024,extension,Managers,"Business, finance & legal","Managers in banking, finance and insurance",7
2024,extension,Managers,Care & nursing aides,Managers in healthcare,3
2024,extension,Managers,General management,Managers in other service industries,8
2024,extension,Managers,Education,"Managers in primary, secondary and adult education",1
2024,extension,Managers,"Sales, retail & marketing",Managers in retail and wholesale,3
2024,extension,Managers,Engineering professionals,Operations managers in construction and mining,12
2024,extension,Managers,General management,Other administration and service managers,43
2024,extension,Managers,Education,Other managers in education,2
2024,extension,Managers,General management,Politicians and senior civil servants,8
2024,extension,Managers,Engineering professionals,Production managers in manufacturing,56
2024,extension,Managers,"Business, finance & legal",Property and administration managers,1
2024,extension,Managers,Transport & logistics,"Purchasing, logistics and transport managers",56
2024,extension,Managers,Engineering professionals,R&D managers,34
2024,extension,Managers,Hospitality & food service,Restaurant and kitchen managers,54
2024,extension,Managers,"Sales, retail & marketing",Sales and marketing managers,141
2024,extension,Managers,Total,Total,689
2024,extension,Military occupations,Military & security,Soldiers,9
2024,extension,Military occupations,Total,Total,9
2024,extension,Occupations requiring advanced university competence,Engineering professionals,Architects and surveyors,20
2024,extension,Occupations requiring advanced university competence,"Arts, media & culture","Artists, musicians and actors",25
2024,extension,Occupations requiring advanced university competence,"Business, finance & legal","Auditors, financial analysts and fund managers",363
2024,extension,Occupations requiring advanced university competence,"Arts, media & culture","Authors, journalists and interpreters",11
2024,extension,Occupations requiring advanced university competence,Natural sciences (research),"Biologists, pharmacologists and agriculture/forestry specialists",77
2024,extension,Occupations requiring advanced university competence,"Arts, media & culture",Curators and librarians,6
2024,extension,Occupations requiring advanced university competence,Doctors & dentists,Dentists,41
2024,extension,Occupations requiring advanced university competence,"Arts, media & culture",Designers,290
2024,extension,Occupations requiring advanced university competence,Doctors & dentists,Doctors / physicians,404
2024,extension,Occupations requiring advanced university competence,Engineering professionals,Engineering professionals,2074
2024,extension,Occupations requiring advanced university competence,Natural sciences (research),Environmental and health protection specialists,39
2024,extension,Occupations requiring advanced university competence,IT & software,"IT architects, developers and test leads",6084
2024,extension,Occupations requiring advanced university competence,"Business, finance & legal",Lawyers,44
2024,extension,Occupations requiring advanced university competence,"Sales, retail & marketing",Marketers and communicators,287
2024,extension,Occupations requiring advanced university competence,"Business, finance & legal","Mathematicians, actuaries and statisticians",16
2024,extension,Occupations requiring advanced university competence,Nurses & allied health,"Naprapaths, physiotherapists and occupational therapists",5
2024,extension,Occupations requiring advanced university competence,Nurses & allied health,Nurses,184
2024,extension,Occupations requiring advanced university competence,Nurses & allied health,Nurses (continued),21
2024,extension,Occupations requiring advanced university competence,"Business, finance & legal","Organisational developers, analysts and HR specialists",315
2024,extension,Occupations requiring advanced university competence,Nurses & allied health,Other health specialists,19
2024,extension,Occupations requiring advanced university competence,Education,Other teaching professionals,11
2024,extension,Occupations requiring advanced university competence,Natural sciences (research),Physicists and chemists,64
2024,extension,Occupations requiring advanced university competence,Religion & social work,Priests and deacons,14
2024,extension,Occupations requiring advanced university competence,Education,"Primary, after-school and preschool teachers",190
2024,extension,Occupations requiring advanced university competence,Nurses & allied health,Psychologists and psychotherapists,1
2024,extension,Occupations requiring advanced university competence,Education,Secondary education teachers,12
2024,extension,Occupations requiring advanced university competence,Religion & social work,Social workers and counsellors,7
2024,extension,Occupations requiring advanced university competence,Total,Total,10762
2024,extension,Occupations requiring advanced university competence,Education,University and college teachers,123
2024,extension,Occupations requiring advanced university competence,Doctors & dentists,Veterinarians,11
2024,extension,Occupations requiring advanced university competence,Education,Vocational teachers,4
2024,extension,Occupations requiring short training or introduction,Cleaning & building maintenance,Cleaners and domestic helpers,632
2024,extension,Occupations requiring short training or introduction,Construction trades,Construction labourers,29
2024,extension,Occupations requiring short training or introduction,Transport & logistics,Dockworkers and ramp staff,31
2024,extension,Occupations requiring short training or introduction,Hospitality & food service,"Fast food, kitchen and restaurant helpers",998
2024,extension,Occupations requiring short training or introduction,Manufacturing & factory work,Hand packers and other factory workers,33
2024,extension,Occupations requiring short training or introduction,Cleaning & building maintenance,"Launderers, window cleaners and other cleaners",63
2024,extension,Occupations requiring short training or introduction,"Sales, retail & marketing",Market sellers,4
2024,extension,Occupations requiring short training or introduction,Cleaning & building maintenance,"Newspaper carriers, janitors and other service workers",189
2024,extension,Occupations requiring short training or introduction,Cleaning & building maintenance,Recycling workers,11
2024,extension,Occupations requiring short training or introduction,Total,Total,1990
2024,extension,Occupations requiring university competence or equivalent,Nurses & allied health,Alternative medicine therapists,1
2024,extension,Occupations requiring university competence or equivalent,Personal services & sports,Athletes and recreation leaders,17
2024,extension,Occupations requiring university competence or equivalent,"Business, finance & legal",Bank tellers and accounting clerks,33
2024,extension,Occupations requiring university competence or equivalent,Nurses & allied health,"Biomedical analysts, dental technicians and lab engineers",66
2024,extension,Occupations requiring university competence or equivalent,"Sales, retail & marketing",Brokers and agents,24
2024,extension,Occupations requiring university competence or equivalent,Nurses & allied health,Dental hygienists,1
2024,extension,Occupations requiring university competence or equivalent,Education,Driving instructors,8
2024,extension,Occupations requiring university competence or equivalent,Engineering professionals,Engineers and technicians,1761
2024,extension,Occupations requiring university competence or equivalent,Hospitality & food service,Head chefs and sous chefs,15
2024,extension,Occupations requiring university competence or equivalent,IT & software,"IT operations, support and network technicians",512
2024,extension,Occupations requiring university competence or equivalent,"Arts, media & culture","Image, sound and lighting technicians",11
2024,extension,Occupations requiring university competence or equivalent,"Sales, retail & marketing","Insurance advisors, business sales and buyers",283
2024,extension,Occupations requiring university competence or equivalent,"Business, finance & legal",Legal and executive secretaries,36
2024,extension,Occupations requiring university competence or equivalent,"Arts, media & culture","Photographers, decorators and entertainers",17
2024,extension,Occupations requiring university competence or equivalent,Transport & logistics,Pilots and ship/engine officers,9
2024,extension,Occupations requiring university competence or equivalent,Engineering professionals,Supervisors in construction and manufacturing,42
2024,extension,Occupations requiring university competence or equivalent,"Business, finance & legal",Tax and social-insurance officers,53
2024,extension,Occupations requiring university competence or equivalent,Total,Total,2921
2024,extension,Occupations requiring university competence or equivalent,Religion & social work,Treatment assistants and clergy,26
2024,extension,Occupations requiring university competence or equivalent,Nurses & allied health,Veterinary assistants,6
2024,extension,Other,Unknown / other,Other,191
2024,extension,Other,Total,Total,191
2024,extension,Plant/machine operators and transport,Manufacturing & factory work,Assemblers,89
2024,extension,Plant/machine operators and transport,Transport & logistics,"Car, motorcycle and bicycle drivers",119
2024,extension,Plant/machine operators and transport,Construction trades,Heavy equipment operators,26
2024,extension,Plant/machine operators and transport,Transport & logistics,Lorry and bus drivers,26
2024,extension,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, chemical and pharma products",3
2024,extension,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, food industry",47
2024,extension,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, rubber/plastic/paper",28
2024,extension,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, textile/laundry/leather",21
2024,extension,Plant/machine operators and transport,Engineering professionals,Operations technicians and process supervisors,495
2024,extension,Plant/machine operators and transport,Manufacturing & factory work,Ore processing and well drillers,9
2024,extension,Plant/machine operators and transport,Manufacturing & factory work,Other process and machine operators,36
2024,extension,Plant/machine operators and transport,Manufacturing & factory work,"Process and machine operators, steel and metal works",9
2024,extension,Plant/machine operators and transport,Manufacturing & factory work,"Process operators, wood and paper industry",3
2024,extension,Plant/machine operators and transport,Transport & logistics,Sailors and deckhands,1
2024,extension,Plant/machine operators and transport,Total,Total,912
2024,extension,"Service, care and sales workers",Care & nursing aides,Assistant nurses,131
2024,extension,"Service, care and sales workers",Personal services & sports,Beauticians and body therapists,115
2024,extension,"Service, care and sales workers",Transport & logistics,"Cabin crew, conductors and guides",1
2024,extension,"Service, care and sales workers",Care & nursing aides,Care workers and personal assistants,163
2024,extension,"Service, care and sales workers","Sales, retail & marketing",Cashiers,13
2024,extension,"Service, care and sales workers",Education,Childcare workers and teaching assistants,26
2024,extension,"Service, care and sales workers",Cleaning & building maintenance,Cleaning supervisors and building caretakers,62
2024,extension,"Service, care and sales workers",Hospitality & food service,Cooks and cold-buffet chefs,472
2024,extension,"Service, care and sales workers",Care & nursing aides,Dental nurses,33
2024,extension,"Service, care and sales workers","Sales, retail & marketing",Event and telephone salespersons,6
2024,extension,"Service, care and sales workers",Hospitality & food service,"Head waiters, waiters and bartenders",44
2024,extension,"Service, care and sales workers",Care & nursing aides,Nursing aides,60
2024,extension,"Service, care and sales workers",Military & security,Other security and protective service workers,5
2024,extension,"Service, care and sales workers",Unknown / other,Other service staff,4
2024,extension,"Service, care and sales workers","Sales, retail & marketing",Shop sales staff,108
2024,extension,"Service, care and sales workers",Total,Total,1243
2025,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Animal breeders and keepers,23
2025,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries","Crop growers, agriculture and horticulture",957
2025,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Fish farmers and fishers,1
2025,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Forestry workers,646
2025,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Mixed crop and animal producers,35
2025,first-time,"Agriculture, horticulture, forestry and fisheries",Total,Total,1662
2025,first-time,Clerical support and customer service,"Business, finance & legal",Office assistants and secretaries,56
2025,first-time,Clerical support and customer service,Transport & logistics,Postal carriers and sorting workers,2
2025,first-time,Clerical support and customer service,Total,Total,181
2025,first-time,Clerical support and customer service,"Sales, retail & marketing","Travel agents, customer service and receptionists",25
2025,first-time,Clerical support and customer service,Transport & logistics,Warehouse and transport staff,98
2025,first-time,Construction and manufacturing trades,Manufacturing & factory work,Blacksmiths and toolmakers,16
2025,first-time,Construction and manufacturing trades,Manufacturing & factory work,"Butchers, bakers and food processors",16
2025,first-time,Construction and manufacturing trades,Construction trades,"Carpenters, masons and construction workers",130
2025,first-time,Construction and manufacturing trades,Construction trades,"Casters, welders and sheet-metal workers",147
2025,first-time,Construction and manufacturing trades,Vehicle & equipment mechanics,Electronics and communications repairers,8
2025,first-time,Construction and manufacturing trades,Construction trades,Installation and industrial electricians,132
2025,first-time,Construction and manufacturing trades,Construction trades,"Painters, lacquerers and chimney sweeps",34
2025,first-time,Construction and manufacturing trades,Vehicle & equipment mechanics,Precision mechanics and craft workers,7
2025,first-time,Construction and manufacturing trades,Manufacturing & factory work,"Prepress technicians, printers and bookbinders",2
2025,first-time,Construction and manufacturing trades,Construction trades,"Roofers, floor layers and plumbers",39
2025,first-time,Construction and manufacturing trades,Construction trades,Surface finishers and furniture makers,5
2025,first-time,Construction and manufacturing trades,Manufacturing & factory work,"Tailors, upholsterers and leather workers",4
2025,first-time,Construction and manufacturing trades,Total,Total,606
